upc,Department,qty,cents,incltaxes,inclfees,Name,size,ebt,byweight,Fee Multiplier,
039101029429,Health & Wellness,1,199,n,n,Windshield Washer,12 oz,,n,1,
039101046426,Household Essentials,1,349,n,n,Carb cleaner,,,n,1,
039217051468,Food,1,599,n,n,Papita: Greek Pita,2lb,,n,1,
039400016113,Food,1,229,n,n,Bush's Best Baked Beans Original,16.5 oz,,n,1,
039501100018,Food,1,159,n,n,Arandas Corn Tortilla,12oz,y,n,1,
039501200022,Food,1,259,n,n,Arandas Flour Tortilla,340g,y,n,1,
039501200060,Food,1,319,n,n,Arandas Flour Tortilla,1lb,,n,1,
039501200527,Food,1,449,n,n,Arandas Flour Tortilla,10ct,y,n,1,
039545099019,Food,1,699,n,n,Seitenbacher:Natural Body Power,16 oz,,n,1,
039545099026,Food,1,699,n,n,Seitenbacher:Berry Temptation,16 oz,,n,1,
039545099033,Food,1,699,n,n,Seitenbacher:Active People,16 oz,,n,1,
039545099040,Food,1,699,n,n,Seitenbacher:Nut Lovers,16 oz,,n,1,
039545099057,Food,1,699,n,n,Seitenbacher:Choco Max  ,16 oz,,n,1,
039545099125,Food,1,759,n,n,Seitenbacher:Gluten Free Strawberry Muesli,13.2oz,,n,1,
039545099217,Food,1,759,n,n,Seitenbacher:Organic Cashew Almond Muesli,13.2oz,,n,1,
039675777771,Chips,1,269,n,n,Have  A Corn:Corn Tortilla Chips,4 oz,,n,1,
039800011329,Household Essentials,1,459,n,n,Energizer Max:Four Pack,4.00 CT,,n,1,
039800014009,Household Essentials,1,289,n,n,Energizer Max  AAA,2pc,,n,1,
039800015464,Household Essentials,1,339,n,n,ENERGIZER AA,2pc,,n,1,
039800099099,Household Essentials,1,459,n,n,Energizer Max:Four Pack,4.00 CT,,n,1,
039978001054,Food,1,349,n,n,Bob's Red Mill:5 Grain Cereal Rolled ,16 oz,,n,1,
039978001078,Food,1,429,n,n,Bob's Red Mill:7 Grain Cereal ,25 oz,,n,1,
039978001085,Food,1,489,n,n,Bob's Red Mill:8 Grain Wheatless Cereal ,27 oz,,n,1,
039978001139,Food,1,829,n,n,Bob's Red Mill:Organic Cereal Creamy Buckwheat ,18 oz,,n,1,
039978001146,Food,1,689,n,n,Bob's Red Mill:Muesli- Fruit & Seed ,14 oz,,n,1,
039978001160,Food,1,459,n,n,Bob's Red Mill:Gluten Free Mighty Tasty Cereal ,24 oz,,n,1,
039978001245,Food,1,469,n,n,Bob's Red Mill:Bulgur (ALA) Red Wheat,28 oz,,n,1,
039978001252,Food,1,349,n,n,Bob's Red Mill:Corn Grits / Polenta ,24 oz,,n,1,
039978001436,Food,1,569,n,n,Bob's Red Mill:Organic Oat Bran Cereal ,18 oz,,n,1,
039978001535,Food,1,299,n,n,Bob's Red Mill:Oats Rolled Quick ,16 oz,,n,1,
039978001733,Food,1,759,n,n,Bob's Red Mill:Pan Baked Granola- Maple Sea Salt,11oz,,n,1,
039978001788,Food,1,1069,n,n,Bob's Red Mill:Cassava Flour,20oz,,n,1,
039978001849,Food,1,289,n,n,Bob's Red Mill:Cup: Apple Cinnamon Oat  w/ Flax & Chia,51 gr,,n,1,
039978002181,Food,1,1669,n,n,Bob's Red Mill:Whey Protein ,12oz,,n,1,
039978002365,Food,1,699,n,n,Bob's Red Mill:Artisan Bread Flour,5 lbs,,n,1,
039978002372,Food,1,519,n,n,Bobâ€™s: Hm style Pancke Waffle mix,,,n,1,
039978002501,Food,1,599,n,n,Bob's Red Mill:Soup Mix Veggie ,28 oz,,n,1,
039978002518,Food,1,649,n,n,Bob's Red Mill:Soup Mix 13 Bean ,29 oz,,n,1,
039978002525,Food,1,1049,n,n,Bob's Red Mill:Soy Protein ,14oz,,n,1,
039978002846,Food,1,429,n,n,Bob's Red Mill:Corn Grits White ,24 oz,,n,1,
039978002853,Food,1,519,n,n,Bob's Red Mill:Granola Honey Oats ,12 oz,,n,1,
039978003010,Food,1,399,n,n,Bob's Red Mill:Barley Flour  ,20 oz,,n,1,
039978003027,Food,1,629,n,n,Bob's Red Mill:Organic Buckwheat Flour ,22 oz,,n,1,
039978003034,Food,1,329,n,n,Bob's Red Mill:Corn Flour ,24 oz,,n,1,
039978003041,Food,1,349,n,n,Bob's Red Mill:Cornmeal Medium  ,24 oz,,n,1,
039978003065,Food,1,329,n,n,Bob's Red Mill:Cornmeal Course,24 oz,,n,1,
039978003102,Food,1,399,n,n,Bob's Red Mill:Millet Flour,23 oz,,n,1,
039978003119,Food,1,459,n,n,Bob's Red Mill:Oat Flour Whole Grain,22 oz,,n,1,
039978003126,Food,1,829,n,n,Bob's Red Mill:Potato Flour,24 oz,,n,1,
039978003133,Food,1,399,n,n,Bob's Red Mill:Organic Rye Flour Dark ,22 oz,,n,1,
039978003157,Food,1,469,n,n,Bob's Red Mill:Gluten Free: Rice Flour Brown,24 oz,,n,1,
039978003201,Food,1,1329,n,n,Bob's Red Mill:Organic Quinoa Flour,18oz,,n,1,
039978003232,Food,1,1399,n,n,Bob's Red Mill:Organic Quinoa Grain ,26 oz,,n,1,
039978003355,Food,1,469,n,n,Bob's Red Mill:Golden Corn Masa Flour,24 oz,,n,1,
039978003416,Food,1,529,n,n,Bob's Red Mill:Organic Kamut Flour ,20 oz,,n,1,
039978003447,Food,1,1289,n,n,Bob's Red Mill:Psyllium Powder ,16 oz,,n,1,
039978003508,Food,1,1259,n,n,Bob's Red Mill:Muesli- Paleo ,14 oz,,n,1,
039978003669,Food,1,699,n,n,Bobs: Musli,,,n,1,
039978003720,Food,1,399,n,n,Bob's Red Mill:Oatmeal Scottish ,20 oz,,n,1,
039978003737,Food,1,699,n,n,Bob's Red Mill:Gluten Free Steel Cut Oats ,24 oz,,n,1,
039978003768,Food,1,849,n,n,Bob's Red Mill:Gluten Free: Rolled Oats Quick ,28oz,,n,1,
039978003775,Food,1,699,n,n,Bob's Red Mill:Gluten Free: Oat Flour Whole Grain ,22 oz,,n,1,
039978003881,Food,1,649,n,n,Bob's Red Mill:Organic Oats Rolled Quick ,32 oz,,n,1,
039978003898,Food,1,499,n,n,Bob's Red Mill:Gluten Free Pie Crust,16 oz,,n,1,
039978003942,Food,1,499,n,n,Bob's Red Mill:Gluten Free Pizza Crust Mix,20 oz,,n,1,
039978004031,Food,1,429,n,n,Bob's Red Mill:Pearl Barley,30 oz,,n,1,
039978004055,Food,1,759,n,n,Bob's Red Mill:Cranberry Bean ,27oz,,n,1,
039978004062,Food,1,399,n,n,Bob's Red Mill:Millet Seeds Hulled,28 oz,,n,1,
039978004215,Food,1,469,n,n,Bob's Red Mill:Green Split Pea,29 oz,,n,1,
039978004222,Food,1,599,n,n,Bob's Red Mill:Chick Peas  ,16 oz,,n,1,
039978004239,Food,1,549,n,n,Bob's Red Mill:Beans Pinto,27 oz,,n,1,
039978004352,Food,1,729,n,n,Bob's Red Mill:Beans Red Lentils ,27 oz,,n,1,
039978004468,Food,1,1259,n,n,Bob's Red Mill:Beans Cannellini,24 oz,,n,1,
039978004536,Food,1,589,n,n,Bob's Red Mill:Gluten Free 1to1 Baking Flour  ,22 oz,,n,1,
039978004543,Food,1,649,n,n,Bob's Red Mill:Gluten Free Homemade Wonderful Bread Mix,16 oz,,n,1,
039978004611,Food,1,429,n,n,Bob's Red Mill:Gluten Free: Cornbread Mix,20 oz,,n,1,
039978004642,Food,1,629,n,n,Bob's Red Mill:Gluten Free Brownie Mix,21 oz,,n,1,
039978004666,Food,1,469,n,n,Bob's Red Mill:Gluten Free: Vanilla Cake Mix ,19 oz,,n,1,
039978004673,Food,1,699,n,n,Bob's Red Mill:Gluten Free: Chocolate Chip Cookie Mix,22 oz,,n,1,
039978004680,Food,1,499,n,n,Bob's Red Mill:Gluten Free Chocolate Cake Mix,16 oz,,n,1,
039978004703,Food,1,439,n,n,Bob's Red Mill:Gluten Free: Corn Grits Polenta ,24 oz,,n,1,
039978004727,Food,1,449,n,n,Bob's Red Mill:Gluten Free: Cornmeal Medium ,24 oz,,n,1,
039978004963,Food,1,499,n,n,Bob's Red Mill:Natural Pearl Couscous ,16 oz,,n,1,
039978004987,Food,1,499,n,n,Bob's Red Mill:Tri Color Pearl Couscous ,16 oz,,n,1,
039978005069,Food,1,559,n,n,Bob's Red Mill:Bountiful Black Bean Soup,26 oz,,n,1,
039978005212,Food,1,1259,n,n,Bob's Red Mill:Buttermilk Milk Powder Mix ,24 oz,,n,1,
039978005366,Food,1,859,n,n,Bob's Red Mill:Organic Teff Grain ,24 oz,,n,1,
039978005373,Food,1,589,n,n,Bob's Red Mill:Tapioca Small Pearl ,24 oz,,n,1,
039978005397,Food,1,979,n,n,Bob's Red Mill:Teff Flour,24 oz,,n,1,
039978005458,Food,1,519,n,n,Bob's Red Mill:Egg Replacer ,12oz,,n,1,
039978005809,Food,1,669,n,n,Bob's Red Mill:Organic Buckwheat Groats Raw ,16 oz,,n,1,
039978005847,Food,1,659,n,n,Bob's Red Mill:Couscous Golden,24 oz,,n,1,
039978006035,Food,1,1439,n,n,Bob's Red Mill:Hemp Protein ,16oz,,n,1,
039978006059,Food,1,689,n,n,Bob's Red Mill:Wild Rice & Brown Mix ,27 oz,,n,1,
039978006080,Food,1,549,n,n,Bob's Red Mill:Rice Flour Sweet Rice,24 oz,,n,1,
039978006424,Food,1,469,n,n,Bob's Red Mill:GF Sweet White Sorghum Flour,22 oz,,n,1,
039978006509,Food,1,489,n,n,Bob's Red Mill:Spelt Flour ,22 oz,,n,1,
039978006721,Food,1,399,n,n,Bob's Red Mill:10 Grain Bread Mix,19 oz ,,n,1,
039978008015,Food,1,459,n,n,Bob's Red Mill:Organic 6 Grain Hot Cereal ,24 oz,,n,1,
039978008442,Food,1,799,n,n,Bob's Red Mill:Organic Chia Seeds  ,12oz,,n,1,
039978008565,Food,1,759,n,n,Bob's Red Mill:Organic Cracked Freekeh ,16 oz,,n,1,
039978008602,Food,1,729,n,n,Bob's Red Mill:Organic Farro Grain ,24oz,,n,1,
039978008664,Food,1,439,n,n,Bob's Red Mill:Soy Flour Stone Ground,16 oz,,n,1,
039978008824,Food,1,459,n,n,Bob's Red Mill:Organic Cornmeal Medium ,24 oz,,n,1,
039978009104,Food,1,1049,n,n,Bob's Red Mill:Organic Amaranth Grain ,24 oz,,n,1,
039978009111,Food,1,929,n,n,Bob's Red Mill:Org. Amaranth Flour,24oz,,n,1,
039978009197,Food,1,529,n,n,Bob's Red Mill:Organic Corn Grits / Polenta ,24 oz,,n,1,
039978009401,Food,1,559,n,n,Bob's Red Mill:Organic Flaxseed Meal Golden,16 oz,,n,1,
039978009418,Food,1,469,n,n,Bob's Red Mill:Organic Kamut Grain ,24 oz,,n,1,
039978009449,Food,1,749,n,n,Bob's Red Mill:Organic Red Quinoa ,13 oz,,n,1,
039978009463,Food,1,749,n,n,Bob's Red Mill:Organic Tri Color Quinoa ,13 oz,,n,1,
039978009524,Food,1,389,n,n,Bob's Red Mill:Organic Rolled Oats Regular (Old Fashion) ,16 oz,,n,1,
039978009531,Food,1,389,n,n,Bob's Red Mill:Organic Oats Rolled Quick ,16 oz,,n,1,
039978009548,Food,1,399,n,n,Bob's Red Mill:Organic Oats Rolled Thick ,16 oz,,n,1,
039978009609,Food,1,399,n,n,Bob's Red Mill:Quick Cook Steel Cut Oat ,22 oz,,n,1,
039978009678,Food,1,399,n,n,Bob's Red Mill:Gluten Free: Rice Flour White,24 oz,,n,1,
039978009739,Food,1,589,n,n,Bob's Red Mill:Gluten Free: Cereal Brown Rice Farina,26 oz,,n,1,
039978009746,Food,1,679,n,n,Bob's Red Mill:Organic Rice Flour Brown,24 oz,,n,1,
039978009906,Food,1,379,n,n,Bob's Red Mill:Org. Whole Wheat Graham Flour ,24oz,,n,1,
039978011503,Food,1,349,n,n,Bob's Red Mill:Wheat Germ ,12 oz,,n,1,
039978011848,Food,1,289,n,n,Bob's Red Mill:Cup: Blueberry Hazelnut Oat w/ Flax & Chia,51 gr,,n,1,
039978013217,Food,1,249,n,n,Bob's Red Mill:Wheat Bran,8 oz,,n,1,
039978013231,Food,1,749,n,n,Bob's Red Mill:Organic Quinoa Grain ,13oz,,n,1,
039978013781,Food,1,459,n,n,Bob's Red Mill:Gluten Free Oat Bran ,16oz,,n,1,
039978013866,Food,1,949,n,n,Bob's Red Mill:Gluten Free  Thick Rolled Oats ,32 oz,,n,1,
039978013873,Food,1,949,n,n,Bob's Red Mill:GF Organic Regular Rolled Oats (Old Fashion),32oz,,n,1,
039978014535,Food,1,1099,n,n,Bob's Red Mill:Gluten Free 1to1 Baking Flour  ,44 oz,,n,1,
039978015518,Food,1,629,n,n,Bob's Red Mill:Brown Sugar ,24 oz,,n,1,
039978015839,Food,1,339,n,n,Bob's Red Mill:Corn Starch  ,18 oz,,n,1,
039978017505,Food,1,1659,n,n,Bob's Red Mill:Hazelnut Meal/ Flour ,14 oz,,n,1,
039978018038,Food,1,399,n,n,BOBS RED MILL HIGH FIBER CERE,16OZ,,n,1,
039978018151,Food,1,579,n,n,Bob's Red Mill:Org.Coconut Flour ,16 oz,,n,1,
039978019028,Candies/Bars/Gum,1,199,n,n,Bob's Red Mill:Peanut Butter & Jelly,1.76oz,,n,1,
039978019523,Food,1,629,n,n,Bob's Red Mill:Organic Rolled Oats Regular ,32 oz,,n,1,
039978019547,Food,1,629,n,n,Bob's Red Mill:Organic Oats Rolled Thick ,32 oz,,n,1,
039978019554,Food,1,499,n,n,Red mill,,,n,1,
039978019875,Food,1,569,n,n,Bob's Red Mill:Organic Whole Wheat Flour,48 oz,,n,1,
039978019912,Food,1,549,n,n,Bob's Red Mill:Organic All Purpose Unbleached White Flour ,48 oz,,n,1,
039978021557,Food,1,479,n,n,Bob's Red Mill:Oats Rolled Thick ,32 oz,,n,1,
039978021847,Food,1,289,n,n,Bob's Red Mill:Cup: Oatmeal  w/ Flax & Chia,51 gr,,n,1,
039978022301,Food,1,269,n,n,Bob's Red Mill:Gluten Free Golden Flaxseeds ,13 oz,,n,1,
039978022950,Food,1,499,n,n,Popcorn ,,,n,1,
039978023070,Food,1,489,n,n,Bob's Red Mill:Yellow Popcorn Kernals,30 oz,,n,1,
039978023308,Food,1,419,n,n,BOB WHL GR FLXSD MEA,16OZ,y,n,1,
039978023490,Food,1,1459,n,n,Bob's Red Mill:Paleo Baking Flour ,16 oz,,n,1,
039978023803,Food,1,1399,n,n,Bob's Red Mill:Almond Meal Flour Blanched (Ivory),16 oz,,n,1,
039978024374,Food,1,389,n,n,Bob's Red Mill:Sesame Seed Hulled ( White) ,10oz,,n,1,
039978024381,Food,1,429,n,n,Bob's Red Mill:Sesame Seed Hulled (Brown) ,10oz,,n,1,
039978024527,Food,1,529,n,n,Bobâ€™s Red Mill: All-Purpose Baking Flour ,,y,n,1,
039978024879,Food,1,689,n,n,Bob's Red Mill:Cane Sugar, 32oz,,n,1,
039978025050,Food,1,699,n,n,Bob's Red Mill:Arrowroot Starch Flour,16 oz,,n,1,
039978025203,Food,1,1289,n,n,Bob's Red Mill:Milk Powder Nonfat Dry ,22 oz,,n,1,
039978025258,Food,1,479,n,n,Bob's Red Mill:GF Potato Starch ,24 oz ,,n,1,
039978025425,Food,1,399,n,n,Bob's Red Mill:TVP (Texurized Vegetable Protein) ,10 oz,,n,1,
039978025463,Food,1,759,n,n,Bob's Red Mill: Nutritional Yeast,5oz,n,n,1,
039978025784,Food,1,449,n,n,Bob's Red Mill:Shredded Coconut Unsweetened  ,12oz,,n,1,
039978025968,Food,1,1099,n,n,Bob's Red Mill:Hemp Seeds Hulled  ,18 oz,,n,1,
039978026620,Food,1,499,n,n,Bob's Red Mill:Granola Natural No Fat  ,12 oz,,n,1,
039978026644,Food,1,539,n,n,Bob's Red Mill:Gluten Free Granola Apple Blueberry No Fat ,12 oz,,n,1,
039978029027,Candies/Bars/Gum,1,199,n,n,Bob's Red Mill:Peanut Butter & Chocolate,1.76oz,,n,1,
039978029362,Food,1,379,n,n,Bob's Red Mill:Organic Flaxseeds Brown ,13 oz,,n,1,
039978029874,Food,1,899,n,n,Bob's Red Mill:Organic Whole Wheat Flour,5 lbs,,n,1,
039978029911,Food,1,899,n,n,Bob's Red Mill:Org. Unblched White All Purpose Flour,5 lbs,,n,1,
039978031525,Food,1,459,n,n,Bob's Red Mill:Cream of Wheat (Cereal Farina White Wheat) ,24 oz,,n,1,
039978031730,Food,1,759,n,n,Bob's Red Mill:Pan Baked Granola- Cranberry Almond,11oz,,n,1,
039978031846,Food,1,289,n,n,Bob's Red Mill:Cup: Maple Brown Sugar Oat  w/ Flax & Chia,51 gr,,n,1,
039978031884,Food,1,499,n,n,Bob's Red Mill:Granola Cinnamon Raisin ,12 oz,,n,1,
039978032324,Food,1,449,n,n,Bob's Red Mill:Golden Flaxseed Meal ,16 oz,,n,1,
039978033307,Food,1,629,n,n,Bob's Red Mill:Flaxseed Meal ,32 oz,,n,1,
039978033314,Food,1,499,n,n,Bob's Red Mill:Potato Flakes ,16 oz ,,n,1,
039978033321,Food,1,349,n,n,Bob's Red Mill:Garbanzo Bean Flour,16 oz,,n,1,
039978033758,Food,1,859,n,n,Bob's Red Mill:GF Oats Rolled Regular  ,32oz,,n,1,
039978033925,Food,1,459,n,n,Bob's Red Mill:Baking Powder ,14oz,,n,1,
039978034205,Food,1,249,n,n,Bob's Red Mill:Flaxseeds ,13 oz,,n,1,
039978034380,Food,1,449,n,n,Bob's Mill: Sesame Seed,10oz,,n,1,
039978035356,Food,1,399,n,n,Bob's Red Mill:Gluten Free Tapioca Flour,16 oz,,n,1,
039978035554,Food,1,1379,n,n,Bob's Red Mill:Xanthan Gum ,8oz,,n,1,
039978035813,Food,1,419,n,n,Bob's Red Mill:Coconut Flakes Unsweetned ,10oz,,n,1,
039978039026,Candies/Bars/Gum,1,199,n,n,BRM chocolate & oats,,,n,1,
039978039378,Food,1,539,n,n,Bob's Red Mill:Organic Flaxseed Meal ,16 oz,,n,1,
039978039545,Food,1,629,n,n,Red Mill Rolled Oats Org,,,n,1,
039978041401,Food,1,399,n,n,Bob's Red Mill:Oats Steel Cut ,24 oz,,n,1,
039978043184,Food,1,399,n,n,Bob's Red Mill:Semolina Pasta Flour,24 oz,,n,1,
039978043221,Food,1,869,n,n,Bob's Red Mill:Gluten Flour ( Vital Wheat),22 oz,,n,1,
039978045010,Food,1,719,n,n,Bob's Red Mill:Dry Active Yeast ,8oz,,n,1,
039978045843,Food,1,629,n,n,Bobs RM Golden Couscous ,8oz,,n,1,
039978049025,Candies/Bars/Gum,1,199,n,n,Bob's Red Mill:Peanut Butter Coconut ,1.76oz,,n,1,
039978051554,Food,1,499,n,n,Extra Thick Oats whole Grain,32oz,,n,1,
039978053046,Food,1,349,n,n,Bobâ€™s Mill: Cornmeal Medium,1 Lb,,n,1,
039978053237,Food,1,739,n,n,Bob's Red Mill:Oganic Quinoa,13OZ,y,n,1,
039978053817,Food,1,1239,n,n,Bob's Red Mill:Almond Meal Flour Natural ,16 oz,,n,1,
039978059024,Candies/Bars/Gum,1,199,n,n,BRM coconut & oats,,,n,1,
039978089021,Candies/Bars/Gum,1,199,n,n,Bob's Red Mill:Peanut Butter Banana Oats ,1.76oz,,n,1,
039978099020,Candies/Bars/Gum,1,199,n,n,BRM Banana & Oats,,,n,1,
039978111050,Food,1,349,n,n,Bob's Mill: 5 Grain Hot Cereal,16 Oz,,n,1,
039978111081,Food,1,499,n,n,Bobs:8 grain hot serel,,,n,1,
039978111524,Food,1,499,n,n,Bobs Creamy Wheat Hot Cereal,1LB,,n,1,
039978112224,Food,1,429,n,n,BR Cornbread & Muffin Mix,24oz,,n,1,
039978113030,Food,1,399,n,n,BRM Corn,,,n,1,
039978113108,Food,1,399,n,n,Millet Flour,1lb,,n,1,
039978114648,Food,1,629,n,n,Bobs Red Mill GF Brownie Mix ,,,n,1,
039978115201,Food,1,1289,n,n,Bob's Red Mill MilkPowder,22oz,,n,1,
039978118806,Food,1,529,n,n,Bobs: butter milk pancake,,,n,1,
039978119193,Food,1,519,n,n,Bob: Org. Corn Grits,,,n,1,
039978122506,Food,1,589,n,n,Bobs: soup mix,,,n,1,
039978122513,Food,1,649,n,n,Bobs soup mx,,,n,1,
039978501035,Food,1,589,n,n,Bob's Red Mill:Cereal Muesli ,18 oz,,n,1,
039978533005,Food,1,529,n,n,Bob's Red Mill:Whole Wheat Flour,5 lbs,,n,1,
039978533012,Food,1,529,n,n,Bob's Red Mill:Unbleached White Flour,5 lbs,,n,1,
039978533029,Food,1,529,n,n,Bob's Red Mill:Pastry Flour Whole Wheat,5 lbs,,n,1,
039978779793,Food,1,499,n,n,Bobs:corn grits,,,n,1,
040000000518,Candies/Bars/Gum,1,149,n,n,Starburst Original,2.07 OZ,y,n,1,
040000001041,Candies/Bars/Gum,1,149,n,n,Milky Way Midnight Dark,1.76 oz,y,n,1,
040000001447,Candies/Bars/Gum,1,149,n,n,M&M's Peanut Butter Chocolate Candies,1.63 OZ,y,n,1,
040000001560,Candies/Bars/Gum,1,149,n,n,Starburst Tropical,2.07 OZ,y,n,1,
040000001607,Candies/Bars/Gum,1,159,n,n,Skittles Original,2.17 OZ,y,n,1,
040000001621,Candies/Bars/Gum,1,149,n,n,Skittles Wild Berry,36.00 CT,y,n,1,
040000001638,Candies/Bars/Gum,1,149,n,n,Skittle Tropical,36.00 CT,y,n,1,
040000002635,Candies/Bars/Gum,1,229,n,n,Snickers Bar 2 to Go,3.29 Oz,y,n,1,
040000002666,Candies/Bars/Gum,1,149,n,n,Skittle Bite Size Sour,1.80 OZ,y,n,1,
040000004011,Candies/Bars/Gum,1,199,n,n,Milky Way,3.63 OZ,y,n,1,
040000004059,Candies/Bars/Gum,1,229,n,n,Twix Cookie Bar 4 to Go,3.02 Oz,y,n,1,
040000004318,Candies/Bars/Gum,1,229,n,n,"M&M's:Chocolate Candy, King Size",3.14 OZ,,n,1,
040000004325,Candies/Bars/Gum,1,229,n,n,"M&M's:Chocolate Candy with Peanut, King Size",3.27 OZ,y,n,1,
040000004356,Candies/Bars/Gum,1,159,n,n,Twix Cookie Bars,1.79 oz,y,n,1,
040000006039,Candies/Bars/Gum,1,199,n,n,"3 Musketeers:Bar, King Size",2.00 EA,,n,1,
040000009702,Candies/Bars/Gum,1,149,n,n,Starburst Favereds,2.07 OZ,y,n,1,
040000402657,Candies/Bars/Gum,1,149,n,n,M & M's Pretzel,1.14 OZ,y,n,1,
040000422068,Candies/Bars/Gum,1,159,n,n,Milky Way Bar,1.84 OZ,,n,1,
040000422082,Candies/Bars/Gum,1,149,n,n,3 Musketeers Chocolate Bar,1.92 OZ,y,n,1,
040000424314,Candies/Bars/Gum,1,159,n,n,Snickers Candy Bar,1.86 OZ,y,n,1,
040000459842,Candies/Bars/Gum,1,159,n,n,Dove:Milk Chocolate,1.44 OZ,,n,1,
040000459859,Candies/Bars/Gum,1,159,n,n,Dove Dark Chocolate,1.44 oz,,n,1,
040000484332,Candies/Bars/Gum,1,199,n,n,Twix:Unwrapped Bites - Sharing Size,2.83 OZ,y,n,1,
040000494805,Candies/Bars/Gum,1,149,n,n,M&M's:Crispy,1.35 OZ,y,n,1,
040000504054,Food,1,229,n,n,Milky Way Midnight Dark,2.83 oz,,n,1,
040000508861,Candies/Bars/Gum,1,229,n,n,m & m caramel Share Size,2.83oz,y,n,1,
040000514251,Candies/Bars/Gum,1,159,n,n,Snickers,"=""1""",,n,1,
040000527152,Candies/Bars/Gum,1,149,n,n,M&M's White Chocolate,1.39oz,y,n,1,
040000533108,Candies/Bars/Gum,1,149,n,n,M & M White Coco P,,y,n,1,
040000565604,Candies/Bars/Gum,1,229,n,n,M&M Classic Mix,2.5oz,,n,1,
040100017850,Food,1,329,n,n,Fleischmann's Rapid Rise:Highly Active,0.75 OZ,,n,1,
040232536267,Food,1,499,n,n,Ciuti Avocado Oil,8.5oz,,n,1,
040600345002,Dairy,1,499,n,n,I Can't Believe It's Not Butter!:Original,15.00 OZ,,n,1,
040822011143,Food,1,499,n,n,Sabra:Classic Hummus,10.00 OZ,,n,1,
040822011242,Food,1,499,n,n,Sabra:Roasted Garlic Hummus,10.00 OZ,,n,1,
040822011549,Food,1,499,n,n,Sabra:Roasted Red Pepper Hummus,10.00 OZ,,n,1,
040822011747,Food,1,499,n,n,"Sabra:Hummus, with Roasted Pine Nuts",10.00 OZ,,n,1,
041000002854,Teas/coffees,1,299,n,n,Lipton Beverage Tea Bags,16.00 CT,y,n,1,
041000054143,Food,1,229,n,n,Good Humor:Strawberry Shortcake Bar,4.00 OZ,,n,1,
041000054730,Dairy,1,249,n,n,Good Humor:Giant King Cone Vanilla,"=""1""",,n,1,
041000214899,Ice Creams,1,289,n,n,Hershey's Reese's Peanut Butter Ice Cream Cup,3.30 Oz,,n,1,
041100080226,Health & Wellness,1,1199,n,n,Claritin Non- Drowsy Allergies,5 Tablets,,n,1,
041100811233,Health & Wellness,1,1099,n,n,Afrin Nasal Spray,1/2 oz,,n,1,
041116005190,Candies/Bars/Gum,1,149,n,n,Ring Pop,0.50 OZ,y,n,1,
041129032008,Food,1,539,n,n,classico tomato,,,n,1,
041129077009,Food,1,459,n,n,Classico Fire-Roasted Tomato & Garlic,24.00 OZ,,n,1,
041129077023,Food,1,459,n,n,Classico Italian Sausage,24.00 OZ,,n,1,
041129077122,Food,1,459,n,n,Classico Tomato & Basil,24.00 OZ,,n,1,
041129077634,Food,1,419,n,n,Classico Creamy Alfredo,15.00 OZ,,n,1,
041129077825,Food,1,459,n,n,Classico Roasted Garlic,24 oz,,n,1,
041129395905,Food,1,539,n,n,"Classico Organic Tomate, Herbs & Spices",32 oz,,n,1,
041129408124,Food,1,399,n,n,Cremy alfredo,15oz,,n,1,
041137000419,Household Essentials,1,329,n,n,Duraflame firestart 4.5oz,4.5oz,,n,1,
041137001256,Household Essentials,1,399,n,n,Duraflame,"=""1""",,n,1,
041137004059,Household Essentials,1,499,n,n,Duraflame firelog,,,n,1,
041137012412,Household Essentials,1,3599,n,n,Firestarter,,,n,1,
041143120101,Nuts/Seeds,1,349,n,n,Sun-Maid Natural California Raisins,6.00 CT,y,n,1,
041152102686,Water/Juices,1,549,n,n,Org. Guava Nectore,,,n,2,
041152102730,Water/Juices,1,689,n,n,Org. Straw lemon,,,n,2,
041165006315,Health & Wellness,1,399,n,n,Clear 9 Oz Plastic Cups,"=""40""",,n,1,
041165006322,Household Essentials,1,449,n,n,Solo Clear Cups,36 ct,,n,1,
041165017373,Household Essentials,1,449,n,n,Solo Paper Plates,44 Plates,,n,1,
041165017397,Household Essentials,1,399,n,n,Solo Heavy Duty Plates,22 ct,,n,1,
041165277135,Household Essentials,1,449,n,n,Solo Clear Cups,28 ct,,n,1,
041165318043,Household Essentials,1,299,n,n,Jack Frost Plastic Cups,16 oz,,n,1,
041165416206,Household Essentials,1,429,n,n,Solo Plastic Cups - Breast Cancer Awareness,18 Oz,,n,1,
041165720204,Household Essentials,1,249,n,n,Solo Party Bowls,12.00 CT,,n,1,
041167003916,Health & Wellness,1,799,n,n,Cortizone-10:Maxiumum Strength - with Healing Aloe,1.00 OZ,,n,1,
041167006108,Health & Wellness,1,1099,n,n,Unisom:Nighttime Sleep-Aid,8.00 CT,,n,1,
041167008416,Health & Wellness,1,799,n,n,Icy Hot:Arm/Neck/Leg & Small Areas,5.00 CT,,n,1,
041167008850,Health & Wellness,1,699,n,n,Icy Hot:Pain Relieving Cream,1.25 OZ,,n,1,
041167010402,Health & Wellness,1,549,n,n,Gold Bond:Original Strength Medicated Triple Action Relief,4.00 OZ,,n,1,
041167017043,Health & Wellness,1,549,n,n,Gold Bond:Maximum Strength Medicated Triple Action Relief,4.00 OZ,,n,1,
041167100059,Health & Wellness,1,189,n,n,Rolaids Antacid Regular Strength Mint,12 ct,,n,1,
